policy_w,driver_w,cyclist_w,Traj 0,Traj 1,Traj 2,Traj 3,best_traj_label
0.62,0.28,0.1,0.17035265710656042,0.16800435575749514,0.16321616219981483,0.16924620339869975,Traj 0
0.62,0.3,0.08,0.1352600363144521,0.13340829973976762,0.12962590717122127,0.13420265167290796,Traj 0
0.62,0.32,0.06,0.10035624815102118,0.09899168185874466,0.09619948352765306,0.09944149450409745,Traj 0
0.62,0.34,0.04,0.06597561730467516,0.06508455262915472,0.06325805196320834,0.06529021687340189,Traj 0
0.62,0.36,0.02,0.032428481438079984,0.031993408309086445,0.03110004797897118,0.032051047390270815,Traj 0
0.62,0.38,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.64,0.0,0.36,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.64,0.02,0.34,0.027078805587425276,0.026657164790510335,0.025815503769431713,0.027471853981595754,Traj 3
0.64,0.04,0.32,0.0560942355058656,0.05522784825570598,0.05349518081743508,0.05681238782967034,Traj 3
0.64,0.06,0.3,0.08687154700714765,0.08554048534926238,0.08287360044009388,0.08783809793849894,Traj 3
0.64,0.08,0.28,0.1191995550253375,0.11738751768280647,0.1137502889778708,0.12033012362063016,Traj 3
0.64,0.1,0.26,0.15283013688495703,0.15052488960856475,0.14588921614976444,0.15403396724562876,Traj 3
0.64,0.12,0.24,0.1874797214289229,0.18467349965885646,0.17902017789072336,0.18866120258093766,Traj 3
0.64,0.14,0.22,0.22283315989863112,0.21952300030058033,0.21284245909004582,0.22389354973663886,Traj 3
0.64,0.16,0.2,0.2585500904193388,0.25473805792343635,0.24703088745417576,0.25938940556508494,Traj 3
0.64,0.18,0.18,0.29427349531628044,0.2899667783535307,0.281243995262401,0.29479250553170255,Traj 3
0.64,0.2,0.16,0.2637117627774525,0.25988044982104946,0.2521068619661166,0.26379356095400236,Traj 3
0.64,0.22,0.14,0.23182011237722994,0.22847638370112403,0.2216802036341536,0.23156159459546252,Traj 0
0.64,0.24,0.12,0.19893694078264304,0.19608792271520042,0.19028717613902982,0.19843698276570235,Traj 0
0.64,0.26,0.1,0.16541124128580298,0.1630589996499037,0.15826143988658808,0.16476869329975738,Traj 0
0.64,0.28,0.08,0.13159284178682176,0.12973451164240424,0.12593781336065776,0.13090459578587563,Traj 0
0.64,0.3,0.06,0.09782395725722252,0.09645198492183545,0.09364417079338463,0.09718315381921148,Traj 0
0.64,0.32,0.04,0.0644326628501525,0.06353512896613189,0.0616951675141379,0.06392708383816674,Traj 0
0.64,0.34,0.02,0.031728488209073424,0.031289479393441434,0.030387988971635714,0.03143915824931007,Traj 0
0.64,0.36,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.66,0.0,0.34,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.66,0.02,0.32,0.026700378016180703,0.0262750615907928,0.025423717119516253,0.027119368407088677,Traj 3
0.66,0.04,0.3,0.05520393974675497,0.0543316478201942,0.052582481607813224,0.05597610495495035,Traj 3
0.66,0.06,0.28,0.08532538073387105,0.08398782401316005,0.08130091919780386,0.0863764282903981,Traj 3
0.66,0.08,0.26,0.11684624634615258,0.11502891082518756,0.11137177681614838,0.11809451936047757,Traj 3
0.66,0.1,0.24,0.14951557523041173,0.14720810343472918,0.14255649940968113,0.15087336160089299,Traj 3
0.66,0.12,0.22,0.18305232620460596,0.18024884818386488,0.17458751112266144,0.1844273603673175,Traj 3
0.66,0.14,0.2,0.2171497542925618,0.21384914119843335,0.20717236236553635,0.2184468903245219,Traj 3
0.66,0.16,0.18,0.25148164227700615,0.2476876581506064,0.23999965694323022,0.2526046584471219,Traj 3
0.66,0.18,0.16,0.2539644313147086,0.25016117319479436,0.24244122490794104,0.25472307820748386,Traj 3
0.66,0.2,0.14,0.22364541106949323,0.2203205346658743,0.21356017351480291,0.22398925718043278,Traj 3
0.66,0.22,0.12,0.19227039299263984,0.18943248260962006,0.18365253284800936,0.19229260165023312,Traj 3
0.66,0.24,0.1,0.16016375186242895,0.15781650579695297,0.15302788725315825,0.15995883259603016,Traj 0
0.66,0.26,0.08,0.12765533747073043,0.12579762661401844,0.12200140753251061,0.12731728935105602,Traj 0
0.66,0.28,0.06,0.09507280436132856,0.09369883796499445,0.09088650899454671,0.0946933390353134,Traj 0
0.66,0.3,0.04,0.06273517488941859,0.06183475144430831,0.05998867769608336,0.06240207071518076,Traj 0
0.66,0.32,0.02,0.030947973432267743,0.030506790909622886,0.029600790860975862,0.030743595003396153,Traj 0
0.66,0.34,-0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.68,0.0,0.32,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.68,0.02,0.3,0.026242799885940034,0.025815586909952136,0.024958244354048535,0.02668478749845151,Traj 3
0.68,0.04,0.28,0.05415675672981761,0.05328217274375002,0.05152401637120781,0.05497696788161824,Traj 3
0.68,0.06,0.26,0.08354868803360158,0.08221009872884065,0.07951456655926552,0.08467516385982075,Traj 3
0.68,0.08,0.24,0.11419564115953416,0.11238029529447982,0.10871850941474204,0.11554936071361095,Traj 3
0.68,0.1,0.22,0.1458463488203434,0.1435457021203506,0.13889717737653726,0.14734253950832185,Traj 3
0.68,0.12,0.2,0.1782242070091486,0.17543418858491266,0.1697874297738515,0.1797738225991544,Traj 3
0.68,0.14,0.18,0.21103178561060812,0.20775298582483478,0.20110592943930078,0.21254312701803277,Traj 3
0.68,0.16,0.16,0.2439566718834908,0.24019443472609844,0.2325546992210163,0.24533711112064807,Traj 3
0.68,0.18,0.14,0.21519418077874145,0.21189983314528246,0.20519921748941478,0.21609465718862222,Traj 3
0.68,0.2,0.12,0.1853248290758838,0.18250828760760532,0.17677016213829863,0.1858323712187158,Traj 3
0.68,0.22,0.1,0.15465002155783084,0.15231649038693423,0.14755468512336475,0.15485420240341505,Traj 3
0.68,0.24,0.08,0.12347991440497422,0.12162988887581759,0.11784863838964083,0.12347109212335691,Traj 0
0.68,0.26,0.06,0.09212665187999683,0.09075602119762775,0.08795011279850114,0.09199424246051029,Traj 0
0.68,0.28,0.04,0.060898317141165226,0.05999855131862966,0.05815364848354427,0.0607291500341095,Traj 0
0.68,0.3,0.02,0.030093976516760827,0.029652378191653547,0.028745480943813885,0.02997077295733885,Traj 0
0.68,0.32,-0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.7,0.0,0.3,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.7,0.02,0.28,0.02571001011438739,0.02528267848244186,0.02442303559557868,0.026171909733194276,Traj 3
0.7,0.04,0.26,0.052961575451462746,0.05208828862598852,0.05032863109407841,0.0538236003779733,Traj 3
0.7,0.06,0.24,0.08155595743876888,0.08022173494601835,0.07752887846919135,0.0827484189821723,Traj 3
0.7,0.08,0.22,0.111267939970858,0.10946175762488593,0.1058103881253285,0.112714381424269,Traj 3
0.7,0.1,0.2,0.14184781994516218,0.1395628803227679,0.13493615476530604,0.1434663219400069,Traj 3
0.7,0.12,0.18,0.17302464897395792,0.17025859124860235,0.1646486192808695,0.1747292794867877,Traj 3
0.7,0.14,0.16,0.20451064310980277,0.201265676552329,0.19467384985121838,0.20621302553119092,Traj 3
0.7,0.16,0.14,0.20650570464247006,0.20325328590624334,0.1966357879183749,0.20791529572401066,Traj 3
0.7,0.18,0.12,0.17813825285593465,0.17535309422086964,0.1696773233845452,0.1790924208353849,Traj 3
0.7,0.2,0.1,0.1489043328896367,0.14659303498456608,0.14187551033928575,0.1494872348060708,Traj 3
0.7,0.22,0.08,0.11909517139816926,0.1172597518949557,0.11350766615221468,0.11939290363165189,Traj 3
0.7,0.24,0.06,0.08900713244030783,0.08764507747867262,0.08485634363314538,0.08910607407145951,Traj 3
0.7,0.26,0.04,0.05893621043565157,0.058040606480025334,0.05620407083411171,0.05892140958336927,Traj 0
0.7,0.28,0.02,0.029173231937197563,0.028732964088668173,0.027828758485786687,0.029126875875121166,Traj 0
0.7,0.3,-0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.72,0.0,0.28,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.72,0.02,0.26,0.025105828610678192,0.024680148864545864,0.02382190150555933,0.025584439210615165,Traj 3
0.72,0.04,0.24,0.05162673875396971,0.050758306742550906,0.049004597137907356,0.05252412832638601,Traj 3
0.72,0.06,0.22,0.07936038566262207,0.07803586096011438,0.0753568771959731,0.08060908646217887,Traj 3
0.72,0.08,0.2,0.10808104036765649,0.10629108359307643,0.10266501046422877,0.10960710246210206,Traj 3
0.72,0.1,0.18,0.1375418961034955,0.1352813910306516,0.13069491245784115,0.13926618230008803,Traj 3
0.72,0.12,0.16,0.16747837321228193,0.16474658798653646,0.15919526862267544,0.16931797791243705,Traj 3
0.72,0.14,0.14,0.19761229092453805,0.19441296716291528,0.18790148915708801,0.19948205584756487,Traj 3
0.72,0.16,0.12,0.17074249668843228,0.16799851894069304,0.16240519874207224,0.17210306499278658,Traj 3
0.72,0.18,0.1,0.14295598976689877,0.1406752613610377,0.1360191173926035,0.14388571413579235,Traj 3
0.72,0.2,0.08,0.11452609361530773,0.11271206255124469,0.1090030582408867,0.11510629226400498,Traj 3
0.72,0.22,0.06,0.08573358314771945,0.08438525255947384,0.0816242622118136,0.0860469659131102,Traj 3
0.72,0.24,0.04,0.056861778137900096,0.055973791617194735,0.05415272058283444,0.056990883539488627,Traj 3
0.72,0.26,0.02,0.028192052064455624,0.0277548443085489,0.026856885228403217,0.028217734528941895,Traj 3
0.72,0.28,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.74,0.0,0.26,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.74,0.02,0.24,0.024433875868602357,0.024011607071481162,0.023158439195672793,0.024925901476046602,Traj 3
0.74,0.04,0.22,0.05015993736025981,0.04929988174930147,0.047559516766848685,0.05108606563663488,Traj 3
0.74,0.06,0.2,0.0769738306398692,0.07566426531982733,0.073010238335353,0.07826877780344192,Traj 3
0.74,0.08,0.18,0.10465064985744912,0.10288387481284417,0.09929779548310337,0.10624292727451609,Traj 3
0.74,0.1,0.16,0.1329473952410826,0.1307199125609917,0.1261918796296982,0.1347605894819345,Traj 3
0.74,0.12,0.14,0.1616062092903417,0.1589188431968401,0.15344774071048717,0.16356036761538345,Traj 3
0.74,0.14,0.12,0.16316420636545442,0.16047102066563482,0.15497987078273393,0.16488971607809427,Traj 3
0.74,0.16,0.1,0.13682994381933694,0.13458795860609188,0.1300099673069628,0.13807334280243033,Traj 3
0.74,0.18,0.08,0.10979435561374483,0.10800836721951589,0.10435610168784318,0.11063175280506062,Traj 3
0.74,0.2,0.06,0.08232311475329612,0.08099356818417452,0.07827070973551913,0.08283301141233554,Traj 3
0.74,0.22,0.04,0.05468669422362561,0.05380972976010078,0.05201111711379423,0.05494848449062762,Traj 3
0.74,0.24,0.02,0.02715626085406694,0.02672382309763605,0.025835625161610132,0.0272487545501273,Traj 3
0.74,0.26,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.76,0.0,0.24,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.76,0.02,0.22,0.023697524774088995,0.023280411972306105,0.02243598899669831,0.024199591878962375,Traj 3
0.76,0.04,0.2,0.048568167334325396,0.04771997178427152,0.04600028900590844,0.04951626455760886,Traj 3
0.76,0.06,0.18,0.0744068449303404,0.07311743306097535,0.07049933349047516,0.07573784572413426,Traj 3
0.76,0.08,0.16,0.1009904681000434,0.09925373295155604,0.09572217304122478,0.10263530953866004,Traj 3
0.76,0.1,0.14,0.1280804332766327,0.1258944362723655,0.12144282316385996,0.12996537764464275,Traj 3
0.76,0.12,0.12,0.15542570942181141,0.15279276585422397,0.14742318142682606,0.15747369489341506,Traj 3
0.76,0.14,0.1,0.13054740560347503,0.1283521936860549,0.12386883701827113,0.13207030192378535,Traj 3
0.76,0.16,0.08,0.10491867758001297,0.10316726934062367,0.09958516352463793,0.10598702265598137,Traj 3
0.76,0.18,0.06,0.07879076109624004,0.07748497392898503,0.0748104646853122,0.07947838690285895,Traj 3
0.76,0.2,0.04,0.05242140255116862,0.05155881396253277,0.049789550003550835,0.052804006488448546,Traj 3
0.76,0.22,0.02,0.026071166868397302,0.02564518777106779,0.02477022215511248,0.02622488288848889,Traj 3
0.76,0.24,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.78,0.0,0.22,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.78,0.02,0.2,0.02289987707240822,0.022489649944376012,0.02165761468419878,0.023408549001862854,Traj 3
0.78,0.04,0.18,0.04685773128345577,0.0460248414892859,0.04433311673972035,0.047820910778392324,Traj 3
0.78,0.06,0.16,0.07166875683530619,0.07040462852903598,0.0678333171975015,0.07302545623992948,Traj 3
0.78,0.08,0.14,0.09711239809469495,0.09541247173047424,0.0919497983461847,0.09879595263443958,Traj 3
0.78,0.1,0.12,0.122954797057579,0.12081863881806035,0.11646121957101982,0.12489410513147364,Traj 3
0.78,0.12,0.1,0.1241264047586969,0.12198587019801017,0.1176133753872486,0.1258937699711965,Traj 3
0.78,0.14,0.08,0.09991518969712403,0.09820479402973317,0.09470605595983358,0.10118741200718473,Traj 3
0.78,0.16,0.06,0.07514966912769844,0.07387253852540805,0.0712564368472233,0.07599551663262182,Traj 3
0.78,0.18,0.04,0.050075181347096535,0.04923027337072509,0.04749714835261632,0.05056617414523156,Traj 3
0.78,0.2,0.02,0.024941564622884875,0.02452371115334154,0.023665404650037244,0.0251506024690464,Traj 3
0.78,0.22,-0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.8,0.0,0.2,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.8,0.02,0.18,0.022043757615195756,0.021642129976899897,0.020826100479924645,0.022555546304055197,Traj 3
0.8,0.04,0.16,0.04503426757073861,0.044220092414393966,0.042563539892767004,0.0460055475466554,Traj 3
0.8,0.06,0.14,0.06876777603850517,0.06753400193843564,0.06502023591356436,0.07013968693322216,Traj 3
0.8,0.08,0.12,0.09302676118814861,0.09137033201053937,0.08799076795100447,0.09473501528383017,Traj 3
0.8,0.1,0.1,0.11758228435770027,0.11550422099026732,0.11125859238644033,0.1195583834391609,Traj 3
0.8,0.12,0.08,0.0947977786397035,0.093134734158051,0.08973238168016029,0.09624612166796004,Traj 3
0.8,0.14,0.06,0.07141130275892928,0.07016765425983182,0.06761987287684712,0.07239525482745357,Traj 3
0.8,0.16,0.04,0.04765623317597166,0.04683226415810729,0.04514197371420628,0.04824271859291362,Traj 3
0.8,0.18,0.02,0.02377175486693179,0.023363672618492988,0.02252540826197096,0.024029946048995412,Traj 3
0.8,0.2,-0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.82,0.0,0.18,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.82,0.02,0.16,0.021131720670098504,0.020740390575562276,0.019943959314096236,0.021643096245375575,Traj 3
0.82,0.04,0.14,0.043102795797349706,0.04231070923102868,0.040696483446210976,0.04407511696321606,Traj 3
0.82,0.06,0.12,0.06571110830580255,0.06451270445939693,0.06206714437717876,0.06708763570339182,Traj 3
0.82,0.08,0.1,0.08874250153126337,0.08713618589239218,0.08385382375940095,0.0904613085663064,Traj 3
0.82,0.1,0.08,0.08957840302393597,0.0879689650315728,0.08467584700631041,0.09117453478605499,Traj 3
0.82,0.12,0.06,0.06758564378415838,0.06638023796150554,0.06391055745141352,0.06868706801058591,Traj 3
0.82,0.14,0.04,0.045171786396200016,0.044371971502943544,0.042731123155316304,0.04584046653663922,Traj 3
0.82,0.16,0.02,0.02256557640097921,0.022168890406869205,0.021354009127178632,0.02286652210543853,Traj 3
0.82,0.18,-0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.84,0.0,0.16,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.84,0.02,0.14,0.020166063843330348,0.019786714080332994,0.019013448082289358,0.02067346240003923,Traj 3
0.84,0.04,0.12,0.04106777027255355,0.040301113605194,0.038736312410677876,0.04203401004649659,Traj 3
0.84,0.06,0.1,0.0625050695612761,0.06134700233786398,0.05898022023189099,0.06387553007553745,Traj 3
0.84,0.08,0.08,0.08426737271459382,0.0827177227612881,0.07954653839214074,0.08598247666576458,Traj 3
0.84,0.1,0.06,0.06368138029261877,0.06251891918074985,0.06013700099520934,0.06487920773794094,Traj 3
0.84,0.12,0.04,0.042628198776186885,0.04185571342036341,0.040270833543096934,0.043365433106019986,Traj 3
0.84,0.14,0.02,0.02132644395343326,0.02094275980783153,0.02015456271615155,0.021663547388108866,Traj 3
0.84,0.16,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.86,0.0,0.14,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.86,0.02,0.12,0.01914884632793263,0.018783145160932956,0.01803658676466029,0.019648676224093064,Traj 3
0.86,0.04,0.1,0.03893313592795028,0.038195220289363604,0.036686888521899524,0.0398861198974386,Traj 3
0.86,0.06,0.08,0.059155193731075785,0.05804238457226233,0.05576487171300205,0.060508831240047856,Traj 3
0.86,0.08,0.06,0.0597060778090813,0.05859121092595497,0.0563066096120755,0.060978868645076685,Traj 3
0.86,0.1,0.04,0.04003105747074292,0.03928904075183384,0.037766581571104005,0.0408229126157323,Traj 3
0.86,0.12,0.02,0.020057388283014378,0.019688293427678298,0.018930044444083628,0.020423882333648058,Traj 3
0.86,0.14,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.88,0.0,0.12,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.88,0.02,0.1,0.01808190915861341,0.01773151121204686,0.017015179213128905,0.01857055610690723,Traj 3
0.88,0.04,0.08,0.03670238317058032,0.0359964920032846,0.03455162538568346,0.03763489434325626,Traj 3
0.88,0.06,0.06,0.05566633147488126,0.05460366135752894,0.05242583580013701,0.05699232975418814,Traj 3
0.88,0.08,0.04,0.03738527206743365,0.03667683009654395,0.03522317646340078,0.038217563797349155,Traj 3
0.88,0.1,0.02,0.018761095969090587,0.01840816104738044,0.01768308966920605,0.019150066785600876,Traj 3
0.88,0.12,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.9,0.0,0.1,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.9,0.02,0.08,0.016966895910142114,0.016633443117021612,0.015950834140481318,0.017440727096602895,Traj 3
0.9,0.04,0.06,0.03437859961529015,0.03370799109847915,0.03233354018116059,0.03528338589892503,Traj 3
0.9,0.06,0.04,0.03469515911231728,0.034023368146785186,0.0326448439267183,0.03555348774150973,Traj 3
0.9,0.08,0.02,0.017439947320167293,0.01710472753208993,0.016416031606250527,0.017844354404218124,Traj 3
0.9,0.1,-0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.92,0.0,0.08,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.92,0.02,0.06,0.015805272839404867,0.015490395403979375,0.014844985384901145,0.016260640257888828,Traj 3
0.92,0.04,0.04,0.03196451762095194,0.03133242696923272,0.030035300966639082,0.0328342978853938,Traj 3
0.92,0.06,0.02,0.016096051519773922,0.01578008793504016,0.015130936345707287,0.01650874482619151,Traj 3
0.92,0.08,-0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.94,0.0,0.06,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.94,0.02,0.04,0.014598347874713171,0.014303665215411078,0.013698910907881584,0.015031591030346849,Traj 3
0.94,0.04,0.02,0.01473127859936177,0.014436099402230833,0.013829634619763347,0.015145013101082034,Traj 3
0.94,0.06,-0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.96,0.0,0.04,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.96,0.02,0.02,0.013347288135195095,0.013074409786642148,0.012513750247856788,0.013754736240343695,Traj 3
0.96,0.04,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.98,0.0,0.02,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.98,0.02,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Traj 0, Traj 1, Traj 2, and Traj 3"
0.32,0.34,0.34,0.744753297741073,0.7391028513535128,0.7281983189461975,0.7200780481491477,Traj 0
0.28,0.36,0.36,0.6109528108111817,0.6069211931291799,0.599260521019191,0.5877217487986333,Traj 0
0.3,0.36,0.34,0.6783190837949649,0.6735180323713448,0.664297366104951,0.6537838705670651,Traj 0
0.32,0.36,0.32,0.7403997492968696,0.7348131858096713,0.7239866102754648,0.7149585845794098,Traj 0
0.34,0.36,0.3,0.6947969946116097,0.6892374264448046,0.6783795541187422,0.6721500304277677,Traj 0
0.24,0.38,0.38,0.48952413030006353,0.4867907533244302,0.4817102765338043,0.468449882552502,Traj 0
0.26,0.38,0.36,0.5511061673826505,0.5477545156001546,0.5414312515960691,0.5284502868659768,Traj 0
0.28,0.38,0.34,0.6138516617318422,0.6098201860670176,0.6021209546975531,0.5897786216381865,Traj 0
0.3,0.38,0.32,0.6745133436117788,0.6697636492386791,0.660600019984469,0.6493078397596866,Traj 0
0.32,0.38,0.3,0.6826173349015445,0.6774945948706358,0.6675257723006747,0.6583404896625633,Traj 0
0.34,0.38,0.28,0.636246223734384,0.6311838740452829,0.6212595722149958,0.6147394379895913,Traj 0
0.36,0.38,0.26,0.5850278080419488,0.580114663866231,0.5704210262596128,0.5662591014674411,Traj 0
0.2,0.4,0.4,0.38009654224294054,0.378370751558779,0.37526995277761815,0.3617697390488298,Traj 0
0.22,0.4,0.38,0.43542109656644096,0.4332186563939149,0.4291709742663699,0.41531140604017336,Traj 0
0.24,0.4,0.36,0.49309790327800607,0.49035469901057754,0.4852234946000858,0.47130157853404225,Traj 0
0.26,0.4,0.34,0.5520675472694166,0.5487242668767346,0.5423815271851108,0.5287319521659234,Traj 0
0.28,0.4,0.32,0.610406075205528,0.6064159759177076,0.5987578100141326,0.5857562961826389,Traj 0
0.3,0.4,0.3,0.6653220871562456,0.6606606860430643,0.651627044634936,0.6396801880082222,Traj 0
0.32,0.4,0.28,0.6250909888009476,0.6204249086222061,0.61130768460188,0.6021239943474841,Traj 0
0.34,0.4,0.26,0.578953812608687,0.5743728945901873,0.5653587994685505,0.5586991884723314,Traj 0
0.36,0.4,0.24,0.5295634541280827,0.5251416553363226,0.5163873204522399,0.511945816979888,Traj 0
0.38,0.4,0.22,0.47889052282815275,0.47468708337828835,0.4663203823606724,0.4637621132116901,Traj 0
0.16,0.42,0.42,0.2822993326750338,0.2813204074517401,0.27966191703821236,0.267188607925692,Traj 0
0.18,0.42,0.4,0.3314417278100936,0.3301138934633103,0.32777466642548325,0.3144055695601732,Traj 0
0.2,0.42,0.38,0.38330964692333874,0.38157274353389026,0.3784253986141628,0.36440245211515787,Traj 0
0.22,0.42,0.36,0.43744353916885614,0.43523730699608026,0.43115344363774505,0.41675099178300745,Traj 0
0.24,0.42,0.34,0.4930478119053365,0.4903147904414131,0.48517077080161936,0.4706980224149594,Traj 0
0.26,0.42,0.32,0.5488453663032832,0.545535427475329,0.5392214941881237,0.5250233353141945,Traj 0
0.28,0.42,0.3,0.6030634798161045,0.5991395021097969,0.5915713772217374,0.5780220043777564,Traj 0
0.3,0.42,0.28,0.6102397920688863,0.6059854719387953,0.5977043257195084,0.5860206699556627,Traj 0
0.32,0.42,0.26,0.5686747196178912,0.5644519893163684,0.5561678586074612,0.5471249886707941,Traj 0
0.34,0.42,0.24,0.5230987700443459,0.5189824327492577,0.5108526213236304,0.5041926023583598,Traj 0
0.36,0.42,0.22,0.47523083877571926,0.4712851688944568,0.4634468492471374,0.4588684418048196,Traj 0
0.38,0.42,0.2,0.42641296836043474,0.422691918354299,0.41526192984984145,0.4124451015049881,Traj 0
0.4,0.42,0.18,0.3775712354693303,0.3741199520819645,0.36719740678798174,0.36582118416037157,Traj 0
0.12,0.44,0.44,0.19576178763156493,0.19529894062282827,0.19460853660316735,0.18421377882116438,Traj 0
0.14,0.44,0.42,0.23889659159242188,0.23819790556762013,0.2370616291144082,0.22533613263178587,Traj 0
0.16,0.44,0.4,0.28488061397895365,0.2838918669377739,0.2821954610860128,0.269328386751964,Traj 0
0.18,0.44,0.38,0.3334872985527209,0.33215228812848113,0.32977677342853556,0.31598735085422086,Traj 0
0.2,0.44,0.36,0.38433349342235795,0.3825953583628069,0.379419672673371,0.3649586953346241,Traj 0
0.22,0.44,0.34,0.43680800889904065,0.43461126907418657,0.43051636545959754,0.41566753880153257,Traj 0
0.24,0.44,0.32,0.48999885693994366,0.4872923650926002,0.4821671896516972,0.467247039272862,Traj 0
0.26,0.44,0.3,0.5426790287314506,0.5394196566309678,0.5331687143623283,0.5185222251132329,Traj 0
0.28,0.44,0.28,0.5934524162376146,0.589608432301425,0.5821589183859739,0.5681471636617823,Traj 0
0.3,0.44,0.26,0.555609684462952,0.5517550840606631,0.5442193825677099,0.532934640188849,Traj 0
0.32,0.44,0.24,0.5136312502103519,0.5098369040727045,0.5023636701978584,0.49358753337584527,Traj 0
0.34,0.44,0.22,0.46879421747491884,0.46512507771867895,0.4578521004338917,0.4513191348430007,Traj 0
0.36,0.44,0.2,0.42232199036099144,0.4188351560095813,0.4118850235424138,0.40730039844288396,Traj 0
0.38,0.44,0.18,0.37520616097103315,0.37195073381417254,0.36543013208749364,0.3624868922649808,Traj 0
0.4,0.44,0.16,0.32818825654630135,0.3252059575093176,0.3192066072108853,0.3175987709913682,Traj 0
0.42,0.44,0.14,0.2818102298255989,0.2791361287452693,0.2737360551796943,0.27316736249854484,Traj 0
0.08,0.46,0.46,0.12011319314775536,0.119965570691558,0.11983217876006343,0.11235254137332278,Traj 0
0.1,0.46,0.44,0.15744650429387214,0.15716119341219076,0.1567850265847384,0.147640904133512,Traj 0
0.12,0.46,0.42,0.1976464157277167,0.1971759744616558,0.1964575416967481,0.18578631898964787,Traj 0
0.14,0.46,0.4,0.2405990212785584,0.2398931258727391,0.2387264362855308,0.22669432591138233,Traj 0
0.16,0.46,0.38,0.28610593308757154,0.28511207853743675,0.2833860437336186,0.27018905489599987,Traj 0
0.18,0.46,0.36,0.33384923902802593,0.33251377700912454,0.33011429772203615,0.31597927033671136,Traj 0
0.2,0.46,0.34,0.38334827488990436,0.3816179195446387,0.37843092971945674,0.3636162773755652,Traj 0
0.22,0.46,0.32,0.4339182671987808,0.431742169639648,0.4276578620977471,0.412453165415915,Traj 0
0.24,0.46,0.3,0.48465782301667953,0.4819901513100504,0.4769082920351537,0.46163114590320403,Traj 0
0.26,0.46,0.28,0.5345081659620551,0.5313107663887976,0.5251462809022894,0.5101343447513206,Traj 0
0.28,0.46,0.26,0.5408084797724553,0.5373210620308946,0.53053059233662,0.5171566288200946,Traj 0
